المحافظة,القطاع,رأس_المال_المطلوب_بالألف,مؤشر_المخاطرة,القرار_الاستثماري
الرقة,صناعة هندسية,858.9,0.47,فرصة واعدة
حمص,طاقة متجددة,136.7,0.54,مخاطرة عالية
القنيطرة,زراعة حديثة,102.4,0.58,فرصة واعدة
دير الزور,تصنيع غذائي,152.6,0.1,فرصة واعدة
درعا,زراعة حديثة,107.5,0.14,فرصة واعدة
السويداء,تصنيع غذائي,288.8,0.15,فرصة واعدة
حماة,تجارة إلكترونية,39.3,0.68,فرصة واعدة
الحسكة,خدمات تقنية,26.9,0.44,فرصة واعدة
الرقة,تجارة إلكترونية,12.3,0.57,استثمار متوسط
حمص,تجارة إلكترونية,38.3,0.37,فرصة واعدة
درعا,طاقة متجددة,420.1,0.58,فرصة واعدة
حماة,زراعة حديثة,56.3,0.47,استثمار متوسط
دمشق,زراعة حديثة,123.6,0.27,فرصة واعدة
طرطوس,طاقة متجددة,126.6,0.41,مخاطرة عالية
حماة,زراعة حديثة,61.7,0.47,فرصة واعدة
درعا,طاقة متجددة,476.3,0.14,فرصة واعدة
السويداء,صناعة هندسية,1099.4,0.66,فرصة واعدة
إدلب,طاقة متجددة,371.2,0.38,فرصة واعدة
حماة,تجارة إلكترونية,22.1,0.49,فرصة واعدة
حمص,طاقة متجددة,411.2,0.31,فرصة واعدة
دمشق,طاقة متجددة,430.5,0.48,فرصة واعدة
طرطوس,خدمات تقنية,21.8,0.45,فرصة واعدة
درعا,صناعة هندسية,559.2,0.69,استثمار متوسط
اللاذقية,طاقة متجددة,475.3,0.3,فرصة واعدة
اللاذقية,زراعة حديثة,141.6,0.46,فرصة واعدة
الحسكة,زراعة حديثة,22.7,0.41,مخاطرة عالية
ريف دمشق,خدمات تقنية,21.3,0.42,فرصة واعدة
ريف دمشق,صناعة هندسية,726.9,0.68,فرصة واعدة
حمص,طاقة متجددة,398.6,0.6,فرصة واعدة
الرقة,تصنيع غذائي,66.6,0.62,مخاطرة عالية
دير الزور,خدمات تقنية,27.2,0.32,فرصة واعدة
حمص,خدمات تقنية,9.4,0.59,استثمار متوسط
الحسكة,زراعة حديثة,61.9,0.64,فرصة واعدة
دير الزور,تجارة إلكترونية,18.5,0.5,استثمار متوسط
ريف دمشق,خدمات تقنية,21.3,0.38,فرصة واعدة
ريف دمشق,زراعة حديثة,119.1,0.31,فرصة واعدة
درعا,زراعة حديثة,66.9,0.17,فرصة واعدة
درعا,تجارة إلكترونية,19.4,0.12,فرصة واعدة
حلب,تصنيع غذائي,177.0,0.18,فرصة واعدة
الرقة,زراعة حديثة,52.6,0.44,استثمار متوسط
حلب,تجارة إلكترونية,24.3,0.45,استثمار متوسط
ريف دمشق,صناعة هندسية,688.5,0.51,فرصة واعدة
طرطوس,تجارة إلكترونية,22.9,0.1,فرصة واعدة
حماة,تجارة إلكترونية,10.2,0.53,مخاطرة عالية
دير الزور,خدمات تقنية,21.2,0.56,فرصة واعدة
الرقة,تصنيع غذائي,272.8,0.19,فرصة واعدة
حماة,خدمات تقنية,8.1,0.57,استثمار متوسط
حماة,تجارة إلكترونية,20.4,0.31,فرصة واعدة
القنيطرة,زراعة حديثة,33.2,0.17,استثمار متوسط
حلب,صناعة هندسية,625.1,0.7,استثمار متوسط
حمص,خدمات تقنية,13.2,0.12,فرصة واعدة
درعا,صناعة هندسية,674.4,0.54,فرصة واعدة
دير الزور,طاقة متجددة,372.8,0.44,فرصة واعدة
إدلب,طاقة متجددة,382.7,0.55,فرصة واعدة
حماة,تصنيع غذائي,173.2,0.53,فرصة واعدة
اللاذقية,خدمات تقنية,24.5,0.14,فرصة واعدة
دير الزور,طاقة متجددة,396.9,0.33,فرصة واعدة
طرطوس,صناعة هندسية,795.8,0.67,فرصة واعدة
درعا,صناعة هندسية,1148.6,0.58,فرصة واعدة
دير الزور,زراعة حديثة,106.0,0.28,فرصة واعدة
الحسكة,خدمات تقنية,12.3,0.42,استثمار متوسط
دير الزور,صناعة هندسية,160.8,0.18,مخاطرة عالية
الرقة,صناعة هندسية,712.2,0.43,فرصة واعدة
اللاذقية,خدمات تقنية,18.3,0.3,فرصة واعدة
إدلب,زراعة حديثة,113.6,0.38,فرصة واعدة
حماة,تجارة إلكترونية,16.6,0.47,استثمار متوسط
اللاذقية,طاقة متجددة,551.1,0.15,فرصة واعدة
القنيطرة,طاقة متجددة,177.7,0.51,استثمار متوسط
ريف دمشق,طاقة متجددة,484.4,0.63,فرصة واعدة
درعا,خدمات تقنية,7.1,0.29,مخاطرة عالية
الرقة,طاقة متجددة,500.6,0.24,فرصة واعدة
طرطوس,صناعة هندسية,1177.5,0.16,فرصة واعدة
الرقة,زراعة حديثة,139.4,0.31,فرصة واعدة
درعا,تجارة إلكترونية,39.9,0.31,فرصة واعدة
دمشق,زراعة حديثة,39.7,0.51,مخاطرة عالية
دير الزور,تجارة إلكترونية,22.1,0.46,فرصة واعدة
حماة,خدمات تقنية,21.6,0.55,فرصة واعدة
درعا,طاقة متجددة,118.4,0.5,مخاطرة عالية
درعا,صناعة هندسية,205.8,0.17,استثمار متوسط
دمشق,تجارة إلكترونية,36.0,0.37,فرصة واعدة
حلب,صناعة هندسية,1108.2,0.36,فرصة واعدة
حماة,خدمات تقنية,11.9,0.35,استثمار متوسط
الحسكة,تصنيع غذائي,49.2,0.6,مخاطرة عالية
اللاذقية,زراعة حديثة,113.9,0.6,فرصة واعدة
طرطوس,زراعة حديثة,117.0,0.46,فرصة واعدة
دمشق,زراعة حديثة,77.4,0.18,فرصة واعدة
حمص,تصنيع غذائي,117.6,0.35,استثمار متوسط
الرقة,تصنيع غذائي,87.3,0.51,استثمار متوسط
اللاذقية,تصنيع غذائي,126.7,0.44,استثمار متوسط
طرطوس,طاقة متجددة,261.1,0.58,فرصة واعدة
درعا,زراعة حديثة,22.8,0.29,مخاطرة عالية
حماة,تجارة إلكترونية,22.6,0.17,فرصة واعدة
حمص,زراعة حديثة,102.3,0.64,فرصة واعدة
الرقة,صناعة هندسية,1113.0,0.49,فرصة واعدة
دير الزور,زراعة حديثة,66.2,0.2,فرصة واعدة
درعا,خدمات تقنية,29.0,0.19,فرصة واعدة
اللاذقية,خدمات تقنية,23.8,0.1,فرصة واعدة
القنيطرة,تجارة إلكترونية,11.4,0.59,استثمار متوسط
إدلب,صناعة هندسية,692.5,0.32,فرصة واعدة
ريف دمشق,تجارة إلكترونية,21.4,0.27,فرصة واعدة
ريف دمشق,خدمات تقنية,29.0,0.42,فرصة واعدة
حلب,صناعة هندسية,908.0,0.46,فرصة واعدة
الحسكة,تصنيع غذائي,212.9,0.13,فرصة واعدة
الحسكة,طاقة متجددة,102.3,0.12,استثمار متوسط
دير الزور,زراعة حديثة,100.3,0.15,فرصة واعدة
طرطوس,خدمات تقنية,14.1,0.32,فرصة واعدة
حمص,طاقة متجددة,339.5,0.23,فرصة واعدة
دير الزور,تجارة إلكترونية,31.8,0.58,فرصة واعدة
الحسكة,خدمات تقنية,20.1,0.36,فرصة واعدة
القنيطرة,صناعة هندسية,963.6,0.66,فرصة واعدة
الرقة,تجارة إلكترونية,22.9,0.63,فرصة واعدة
اللاذقية,صناعة هندسية,703.9,0.33,فرصة واعدة
دير الزور,طاقة متجددة,436.7,0.58,فرصة واعدة
السويداء,طاقة متجددة,583.4,0.45,فرصة واعدة
حلب,تصنيع غذائي,198.1,0.66,استثمار متوسط
إدلب,زراعة حديثة,100.3,0.29,فرصة واعدة
اللاذقية,صناعة هندسية,1167.1,0.45,فرصة واعدة
دير الزور,طاقة متجددة,411.7,0.6,فرصة واعدة
درعا,تجارة إلكترونية,29.1,0.69,فرصة واعدة
طرطوس,تصنيع غذائي,204.8,0.59,فرصة واعدة
إدلب,زراعة حديثة,120.4,0.14,فرصة واعدة
اللاذقية,طاقة متجددة,256.6,0.68,استثمار متوسط
دمشق,طاقة متجددة,440.6,0.5,فرصة واعدة
درعا,تصنيع غذائي,173.7,0.12,فرصة واعدة
طرطوس,زراعة حديثة,76.4,0.51,فرصة واعدة
الحسكة,تجارة إلكترونية,41.2,0.65,فرصة واعدة
حماة,تصنيع غذائي,43.3,0.38,مخاطرة عالية
الحسكة,تجارة إلكترونية,38.4,0.58,فرصة واعدة
حماة,طاقة متجددة,457.4,0.64,فرصة واعدة
القنيطرة,تصنيع غذائي,59.3,0.14,مخاطرة عالية
إدلب,تصنيع غذائي,272.6,0.67,فرصة واعدة
اللاذقية,تجارة إلكترونية,44.3,0.4,فرصة واعدة
طرطوس,تجارة إلكترونية,31.8,0.46,فرصة واعدة
دير الزور,تجارة إلكترونية,42.4,0.56,فرصة واعدة
السويداء,خدمات تقنية,19.1,0.33,فرصة واعدة
ريف دمشق,تجارة إلكترونية,33.7,0.42,فرصة واعدة
القنيطرة,تجارة إلكترونية,29.8,0.41,فرصة واعدة
الرقة,صناعة هندسية,510.0,0.67,استثمار متوسط
دير الزور,زراعة حديثة,61.5,0.27,استثمار متوسط
اللاذقية,تجارة إلكترونية,7.3,0.25,مخاطرة عالية
حماة,صناعة هندسية,1167.9,0.19,فرصة واعدة
درعا,صناعة هندسية,223.1,0.11,استثمار متوسط
اللاذقية,صناعة هندسية,886.9,0.4,فرصة واعدة
دير الزور,طاقة متجددة,505.6,0.52,فرصة واعدة
دير الزور,صناعة هندسية,903.8,0.59,فرصة واعدة
حماة,تجارة إلكترونية,21.1,0.31,فرصة واعدة
حماة,زراعة حديثة,133.2,0.32,فرصة واعدة
درعا,زراعة حديثة,97.5,0.37,فرصة واعدة
دير الزور,تجارة إلكترونية,38.8,0.39,فرصة واعدة
السويداء,صناعة هندسية,862.2,0.29,فرصة واعدة
ريف دمشق,تصنيع غذائي,196.0,0.57,فرصة واعدة
إدلب,طاقة متجددة,497.4,0.29,فرصة واعدة
درعا,زراعة حديثة,104.5,0.58,فرصة واعدة
درعا,خدمات تقنية,15.9,0.42,فرصة واعدة
حلب,طاقة متجددة,379.7,0.48,فرصة واعدة
الحسكة,صناعة هندسية,205.2,0.33,مخاطرة عالية
طرطوس,خدمات تقنية,26.7,0.2,فرصة واعدة
حمص,خدمات تقنية,8.6,0.5,استثمار متوسط
دير الزور,تجارة إلكترونية,15.3,0.62,استثمار متوسط
السويداء,زراعة حديثة,88.2,0.48,فرصة واعدة
القنيطرة,زراعة حديثة,102.6,0.21,فرصة واعدة
السويداء,زراعة حديثة,77.9,0.66,فرصة واعدة
اللاذقية,تجارة إلكترونية,14.7,0.38,استثمار متوسط
إدلب,طاقة متجددة,200.7,0.63,استثمار متوسط
إدلب,زراعة حديثة,101.1,0.43,فرصة واعدة
دمشق,زراعة حديثة,137.9,0.65,فرصة واعدة
اللاذقية,طاقة متجددة,570.0,0.53,فرصة واعدة
حلب,تصنيع غذائي,233.9,0.11,فرصة واعدة
حمص,خدمات تقنية,18.7,0.57,فرصة واعدة
حماة,خدمات تقنية,23.6,0.43,فرصة واعدة
دمشق,خدمات تقنية,4.1,0.24,مخاطرة عالية
طرطوس,طاقة متجددة,576.8,0.52,فرصة واعدة
اللاذقية,تصنيع غذائي,139.1,0.4,فرصة واعدة
القنيطرة,تجارة إلكترونية,23.0,0.15,فرصة واعدة
حمص,خدمات تقنية,21.0,0.17,فرصة واعدة
درعا,تصنيع غذائي,90.4,0.34,استثمار متوسط
حماة,زراعة حديثة,21.7,0.47,مخاطرة عالية
حمص,زراعة حديثة,56.6,0.45,فرصة واعدة
ريف دمشق,خدمات تقنية,16.4,0.24,فرصة واعدة
الرقة,تصنيع غذائي,248.8,0.27,فرصة واعدة
ريف دمشق,تصنيع غذائي,159.8,0.46,فرصة واعدة
حلب,زراعة حديثة,95.9,0.23,فرصة واعدة
درعا,تجارة إلكترونية,7.5,0.58,مخاطرة عالية
حمص,تصنيع غذائي,91.6,0.51,مخاطرة عالية
دمشق,زراعة حديثة,77.3,0.21,فرصة واعدة
ريف دمشق,تصنيع غذائي,41.2,0.15,مخاطرة عالية
القنيطرة,تصنيع غذائي,40.3,0.53,مخاطرة عالية
اللاذقية,زراعة حديثة,84.4,0.11,فرصة واعدة
إدلب,طاقة متجددة,588.0,0.58,فرصة واعدة
إدلب,طاقة متجددة,327.0,0.43,فرصة واعدة
اللاذقية,زراعة حديثة,131.8,0.34,فرصة واعدة
طرطوس,صناعة هندسية,985.9,0.63,فرصة واعدة
الحسكة,تصنيع غذائي,154.7,0.16,فرصة واعدة
طرطوس,تجارة إلكترونية,29.8,0.24,فرصة واعدة
دمشق,تصنيع غذائي,154.1,0.34,استثمار متوسط
دمشق,تجارة إلكترونية,12.2,0.13,استثمار متوسط
الحسكة,تجارة إلكترونية,16.7,0.61,استثمار متوسط
السويداء,خدمات تقنية,19.4,0.21,فرصة واعدة
حلب,طاقة متجددة,138.9,0.18,استثمار متوسط
اللاذقية,زراعة حديثة,78.8,0.11,فرصة واعدة
حماة,زراعة حديثة,137.3,0.49,فرصة واعدة
القنيطرة,زراعة حديثة,77.2,0.11,فرصة واعدة
دمشق,زراعة حديثة,144.1,0.47,فرصة واعدة
الحسكة,زراعة حديثة,70.7,0.11,فرصة واعدة
اللاذقية,طاقة متجددة,402.5,0.18,فرصة واعدة
السويداء,زراعة حديثة,52.2,0.34,استثمار متوسط
الحسكة,تجارة إلكترونية,32.1,0.27,فرصة واعدة
اللاذقية,خدمات تقنية,14.0,0.24,فرصة واعدة
إدلب,تصنيع غذائي,120.4,0.37,فرصة واعدة
طرطوس,خدمات تقنية,26.4,0.22,فرصة واعدة
الحسكة,طاقة متجددة,407.8,0.15,فرصة واعدة
السويداء,طاقة متجددة,295.2,0.13,فرصة واعدة
درعا,تصنيع غذائي,266.8,0.43,فرصة واعدة
الرقة,تصنيع غذائي,48.5,0.6,مخاطرة عالية
درعا,تصنيع غذائي,296.9,0.56,فرصة واعدة
حمص,تصنيع غذائي,225.0,0.35,فرصة واعدة
اللاذقية,زراعة حديثة,77.5,0.69,فرصة واعدة
طرطوس,تجارة إلكترونية,38.1,0.38,فرصة واعدة
إدلب,طاقة متجددة,334.3,0.2,فرصة واعدة
دمشق,تجارة إلكترونية,22.8,0.14,فرصة واعدة
